objectid,cl,logradouro,codbairro,bairro,total_transações,uso,principais_tipologias,média_percentual_transferido,média_área_construída,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,cd_utilizacao,mês_transação
14427914,065334,RUA ANTONIO BASILIO,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,115.4,639952.418,639952.418,COMPRA E VENDA,2023,01,4
14427915,065334,RUA ANTONIO BASILIO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,142,740178,740178,COMPRA E VENDA,2023,01,7
14427916,065334,RUA ANTONIO BASILIO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,124.5,791825.975,791825.975,COMPRA E VENDA,2023,01,10
14427917,065656,RUA DOS ARAUJOS,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,75,271047.546666,271047.546666,COMPRA E VENDA,2023,01,7
14427918,066357,RUA BARAO DE ITAPAGIPE,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,69.75,278985.1175,278985.1175,COMPRA E VENDA,2023,01,4
14427919,066357,RUA BARAO DE ITAPAGIPE,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,74,279584.876666,279584.876666,COMPRA E VENDA,2023,01,7
14427920,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,9,RESIDENCIAL,APARTAMENTO,86.111111,77.888888,465002.556666,520629.318888,COMPRA E VENDA,2023,01,5
14427921,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,83,580141.255,580141.255,COMPRA E VENDA,2023,01,8
14427922,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,87.5,87.5,489102.6,549321.65,COMPRA E VENDA,2023,01,11
14427923,067017,RUA BOM PASTOR,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,93.5,525765.8,525765.8,COMPRA E VENDA,2023,01,1
14427924,067017,RUA BOM PASTOR,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,182.5,944635.5275,944635.5275,COMPRA E VENDA,2023,01,4
14427925,067017,RUA BOM PASTOR,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,84,502897.94,502897.94,COMPRA E VENDA,2023,01,11
14427926,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,94.5,632058.2975,632058.2975,COMPRA E VENDA,2023,01,3
14427927,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,73.666666,392836.86,392836.86,COMPRA E VENDA,2023,01,6
14427928,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,83,522395.18,522395.18,COMPRA E VENDA,2023,01,9
14427929,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,2,RESIDENCIAL,CASA,100,78,396645.21,396645.21,COMPRA E VENDA,2023,01,4
14427930,068486,RUA CLOVIS BEVILAQUA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,69.5,394622.725,394622.725,COMPRA E VENDA,2023,01,9
14427931,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,11,RESIDENCIAL,APARTAMENTO,90.90909,92.727272,395509.548181,440293.598181,COMPRA E VENDA,2023,01,2
14427932,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,15,RESIDENCIAL,APARTAMENTO,95.555333,85.066666,380351.234,405091.386,COMPRA E VENDA,2023,01,9
14427933,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,9,RESIDENCIAL,APARTAMENTO,85.184444,98.888888,456296.156666,521125.112222,COMPRA E VENDA,2023,01,12
14427934,068817,RUA CONSEL ZENHA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,98,475837.715,475837.715,COMPRA E VENDA,2023,01,8
14427935,069419,RUA DELGADO DE CARVALHO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,79.5,380861.785,380861.785,COMPRA E VENDA,2023,01,7
14427936,069484,RUA DES IZIDRO,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,92.75,537644.3475,537644.3475,COMPRA E VENDA,2023,01,5
14427937,069484,RUA DES IZIDRO,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,116.666666,876861.393333,876861.393333,COMPRA E VENDA,2023,01,8
14427938,069484,RUA DES IZIDRO,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,95,97.8,519689.704,550264.628,COMPRA E VENDA,2023,01,11
14427939,069492,RUA HENRI FORD,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,132.5,752338.3,752338.3,COMPRA E VENDA,2023,01,7
14427940,069567,RUA DEZOITO DE OUTUBRO,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,74.333333,295565.493333,295565.493333,COMPRA E VENDA,2023,01,8
14427941,069922,RUA DONA DELFINA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,87.5,651312.23,651312.23,COMPRA E VENDA,2023,01,1
14427942,065631,RUA ARAUJO PENA,033,Tijuca                    ,2,RESIDENCIAL,CASA,100,189,938616.51,938616.51,COMPRA E VENDA,2023,01,7
14427943,065656,RUA DOS ARAUJOS,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,60.8,280334.354,280334.354,COMPRA E VENDA,2023,01,4
14427944,066357,RUA BARAO DE ITAPAGIPE,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,70,253800.16,253800.16,COMPRA E VENDA,2023,01,3
14427945,066357,RUA BARAO DE ITAPAGIPE,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,91.666666,71.166666,257224.903333,281538.903333,COMPRA E VENDA,2023,01,6
14427946,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,78,520472.8,520472.8,COMPRA E VENDA,2023,01,1
14427947,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,9,RESIDENCIAL,APARTAMENTO,100,83.111111,493988.954444,493988.954444,COMPRA E VENDA,2023,01,4
14427948,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,7,RESIDENCIAL,APARTAMENTO,85.714285,68.571428,295293.145714,368783.261428,COMPRA E VENDA,2023,01,7
14427949,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,100,63.833333,421867.865,421867.865,COMPRA E VENDA,2023,01,10
14427950,066928,RUA DO BISPO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,75,86.5,263052.635,351920.425,COMPRA E VENDA,2023,01,10
14427951,067017,RUA BOM PASTOR,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,101,575226.25,575226.25,COMPRA E VENDA,2023,01,2
14427952,067017,RUA BOM PASTOR,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,83.333333,86.666666,429171.186666,528984.733333,COMPRA E VENDA,2023,01,5
14427953,067017,RUA BOM PASTOR,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,90,82.4,438845.974,529101.942,COMPRA E VENDA,2023,01,8
14427954,067017,RUA BOM PASTOR,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,87.8,533557.928,533557.928,COMPRA E VENDA,2023,01,12
14427955,067413,RUA CAMPOS SALES,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,56.5,75,217675.84,352961.14,COMPRA E VENDA,2023,01,4
14427956,067413,RUA CAMPOS SALES,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,83.335,102.5,451691.58,510920.93,COMPRA E VENDA,2023,01,7
14427957,067819,RUA CARLOS DE LAET,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,105,900233.515,900233.515,COMPRA E VENDA,2023,01,9
14427958,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,87,468171.685,468171.685,COMPRA E VENDA,2023,01,4
14427959,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,99.5,638756.585,638756.585,COMPRA E VENDA,2023,01,7
14427960,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,81.5,479540.64,479540.64,COMPRA E VENDA,2023,01,10
14427961,067975,RUA CARVALHO ALVIM,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,90,669872.595,669872.595,COMPRA E VENDA,2023,01,5
14427962,068023,RUA DA CASCATA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,91.5,269442.72,269442.72,COMPRA E VENDA,2023,01,5
14427963,068023,RUA DA CASCATA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,113.5,419370.99,419370.99,COMPRA E VENDA,2023,01,11
14427964,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,16,RESIDENCIAL,APARTAMENTO,94.791875,86.875,382067.33375,412958.065625,COMPRA E VENDA,2023,01,5
14427965,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,15,RESIDENCIAL,APARTAMENTO,96.666666,85.533333,384013.334,412826.275333,COMPRA E VENDA,2023,01,8
14427966,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,15,RESIDENCIAL,APARTAMENTO,100,83.6,408301.78,408301.78,COMPRA E VENDA,2023,01,11
14427967,068817,RUA CONSEL ZENHA,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,82.666666,395901.02,395901.02,COMPRA E VENDA,2023,01,6
14427968,069484,RUA DES IZIDRO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,114,849162.39,849162.39,COMPRA E VENDA,2023,01,9
14427969,069492,RUA HENRI FORD,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,93.5,518119.785,518119.785,COMPRA E VENDA,2023,01,3
14427970,066647,AVN BARTOLOMEU MITRE,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,147,3079779.59,3079779.59,COMPRA E VENDA,2023,01,12
14427971,067397,AVN GAL SAN MARTIN,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,151,4212297.295,4212297.295,COMPRA E VENDA,2023,01,8
14427972,067397,AVN GAL SAN MARTIN,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,89,1778436.715,1778436.715,COMPRA E VENDA,2023,01,11
14427973,067793,RUA CARLOS GOIS,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,85.5,1693198.745,1693198.745,COMPRA E VENDA,2023,01,11
14427974,069591,RUA DIAS FERREIRA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,64,1012930.895,1012930.895,COMPRA E VENDA,2023,01,4
14427975,069591,RUA DIAS FERREIRA,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,83.333333,77.333333,1030868.2,1154319.143333,COMPRA E VENDA,2023,01,7
14427976,069765,RUA ALMTE GUILHEM,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,193,4241917.12,4241917.12,COMPRA E VENDA,2023,01,6
14427977,072470,RUA GAL ARTIGAS,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,135,3094178.186666,3094178.186666,COMPRA E VENDA,2023,01,10
14427978,072686,RUA GAL VENANCIO FLORES,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,67.856666,147.333333,2393870.216666,3219991.88,COMPRA E VENDA,2023,01,1
14427979,072686,RUA GAL VENANCIO FLORES,026,Leblon                    ,4,RESIDENCIAL,APARTAMENTO,98.125,109,2449213.6425,2504046.8875,COMPRA E VENDA,2023,01,10
14427980,073627,RUA HUMBERTO DE CAMPOS,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,76.5,1866694.945,1866694.945,COMPRA E VENDA,2023,01,5
14427981,073627,RUA HUMBERTO DE CAMPOS,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,53.333333,743888.4,743888.4,COMPRA E VENDA,2023,01,11
14427982,074468,RUA JOAO LIRA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,75,95.5,2277389.47,2509745.225,COMPRA E VENDA,2023,01,2
14427983,074468,RUA JOAO LIRA,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,126.333333,3318921.846666,3318921.846666,COMPRA E VENDA,2023,01,5
14427984,074468,RUA JOAO LIRA,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,83.333333,160.666666,4355231.656666,4510135.493333,COMPRA E VENDA,2023,01,8
14427985,077099,AVN AFRANIO DE MELO FRANCO,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,140,2835643.67,2835643.67,COMPRA E VENDA,2023,01,3
14427986,077099,AVN AFRANIO DE MELO FRANCO,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,96.333333,1847090.233333,1847090.233333,COMPRA E VENDA,2023,01,6
14427987,078766,RUA CONDE BERNADOTTE,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,90.666666,1617120.396666,1617120.396666,COMPRA E VENDA,2023,01,6
14427988,080689,RUA SAMBAIBA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,135.5,1857840.645,1857840.645,COMPRA E VENDA,2023,01,1
14427989,080689,RUA SAMBAIBA,026,Leblon                    ,6,RESIDENCIAL,APARTAMENTO,100,105.166666,2088231.145,2088231.145,COMPRA E VENDA,2023,01,11
14427990,083568,AVN VISC DE ALBUQUERQUE,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,97,1901769.56,1901769.56,COMPRA E VENDA,2023,01,4
14427991,084491,RUA TIMOTEO DA COSTA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,77.5,964919.57,964919.57,COMPRA E VENDA,2023,01,2
14427992,084491,RUA TIMOTEO DA COSTA,026,Leblon                    ,4,RESIDENCIAL,APARTAMENTO,87.5,134,2090843.725,2331731.225,COMPRA E VENDA,2023,01,5
14427993,084491,RUA TIMOTEO DA COSTA,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,146.333333,2376067.743333,2376067.743333,COMPRA E VENDA,2023,01,8
14427994,092825,RUA ENGEN CORTES SIGAUD,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,99.5,1709858.98,1709858.98,COMPRA E VENDA,2023,01,8
14427995,107276,AVN BORGES DE MEDEIROS,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,184,4257078.516666,4257078.516666,COMPRA E VENDA,2023,01,4
14427996,142638,RUA FADEL FADEL,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,98.96,91.5,1361235.65,1374190.645,COMPRA E VENDA,2023,01,1
14427997,142638,RUA FADEL FADEL,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,105.5,1689740.61,1689740.61,COMPRA E VENDA,2023,01,8
14427998,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,9,RESIDENCIAL,APARTAMENTO,100,96.666666,458934.235555,458934.235555,COMPRA E VENDA,2023,01,1
14427999,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,9,RESIDENCIAL,APARTAMENTO,100,82.111111,414855.546666,414855.546666,COMPRA E VENDA,2023,01,4
14428000,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,23,RESIDENCIAL,APARTAMENTO,94.203043,85.043478,379575.776956,404715.526956,COMPRA E VENDA,2023,01,7
14428001,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,17,RESIDENCIAL,APARTAMENTO,96.078235,84.705882,369224.688823,391073.070588,COMPRA E VENDA,2023,01,10
14428002,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,2,RESIDENCIAL,CASA,100,143.5,622829.69,622829.69,COMPRA E VENDA,2023,01,4
14428003,068817,RUA CONSEL ZENHA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,71.5,352528.405,352528.405,COMPRA E VENDA,2023,01,3
14428004,068817,RUA CONSEL ZENHA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,81.5,369927.89,369927.89,COMPRA E VENDA,2023,01,10
14428005,069419,RUA DELGADO DE CARVALHO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,55.5,261882.39,261882.39,COMPRA E VENDA,2023,01,5
14428006,069484,RUA DES IZIDRO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,62.5,56.5,151556.735,297841.955,COMPRA E VENDA,2023,01,6
14428007,069567,RUA DEZOITO DE OUTUBRO,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,168,699843.11,699843.11,COMPRA E VENDA,2023,01,10
14428008,069922,RUA DONA DELFINA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,106,825414.195,825414.195,COMPRA E VENDA,2023,01,12
14428009,070375,RUA DOUTOR SATAMINI,033,Tijuca                    ,8,RESIDENCIAL,APARTAMENTO,100,140.125,995306.625,995306.625,COMPRA E VENDA,2023,01,7
14428010,070375,RUA DOUTOR SATAMINI,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,104.5,718982.445,718982.445,COMPRA E VENDA,2023,01,10
14428011,071464,RUA FELIX DA CUNHA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,91.5,423716.145,423716.145,COMPRA E VENDA,2023,01,10
14428012,072421,RUA GARIBALDI,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,94.75,531691.01,531691.01,COMPRA E VENDA,2023,01,3
14428013,072421,RUA GARIBALDI,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,104.25,621254.7325,621254.7325,COMPRA E VENDA,2023,01,7
14428014,072421,RUA GARIBALDI,033,Tijuca                    ,8,RESIDENCIAL,APARTAMENTO,100,102.25,577976.60625,577976.60625,COMPRA E VENDA,2023,01,10
14428015,072637,RUA GAL ROCA,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,68,278361.466666,278361.466666,COMPRA E VENDA,2023,01,1
14428016,072637,RUA GAL ROCA,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,82.5,363129.6575,363129.6575,COMPRA E VENDA,2023,01,8
14428017,072637,RUA GAL ROCA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,83.5,457813.81,457813.81,COMPRA E VENDA,2023,01,11
14428018,073353,RUA HADDOCK LOBO,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,67,338790.406666,338790.406666,COMPRA E VENDA,2023,01,5
14428019,073353,RUA HADDOCK LOBO,033,Tijuca                    ,12,RESIDENCIAL,APARTAMENTO,94.444166,80.25,401558.785,419213.068333,COMPRA E VENDA,2023,01,8
14428020,073932,RUA ITACURUCA,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,106,674205.51,674205.51,COMPRA E VENDA,2023,01,3
14428021,073932,RUA ITACURUCA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,128,836593.895,836593.895,COMPRA E VENDA,2023,01,6
14428022,073932,RUA ITACURUCA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,84.5,534427.745,534427.745,COMPRA E VENDA,2023,01,9
14428023,074872,RUA JOSE HIGINO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,65.5,293603.215,293603.215,COMPRA E VENDA,2023,01,2
14428024,076174,AVN MARACANA,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,56.25,300983.7875,300983.7875,COMPRA E VENDA,2023,01,7
14428025,076562,RUA MARIO BARRETO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,75,82,240383.685,335674.45,COMPRA E VENDA,2023,01,9
14428026,069922,RUA DONA DELFINA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,193.5,1614776.975,1614776.975,COMPRA E VENDA,2023,01,7
14428027,070326,RUA DOUTOR OTAVIO KELLY,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,66.665,103,385310.03,500315.09,COMPRA E VENDA,2023,01,5
14428028,070375,RUA DOUTOR SATAMINI,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,74.666666,649967.683333,649967.683333,COMPRA E VENDA,2023,01,2
14428029,070375,RUA DOUTOR SATAMINI,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,68.5,465818.705,465818.705,COMPRA E VENDA,2023,01,9
14428030,070375,RUA DOUTOR SATAMINI,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,127.75,870470.2075,870470.2075,COMPRA E VENDA,2023,01,12
14428031,071464,RUA FELIX DA CUNHA,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,93,450648.656666,450648.656666,COMPRA E VENDA,2023,01,5
14428032,072421,RUA GARIBALDI,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,90,87.4,442653.366,522842.2,COMPRA E VENDA,2023,01,5
14428033,072421,RUA GARIBALDI,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,103,591787.5375,591787.5375,COMPRA E VENDA,2023,01,8
14428034,072637,RUA GAL ROCA,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,66,263441.545,263441.545,COMPRA E VENDA,2023,01,3
14428035,072637,RUA GAL ROCA,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,53.5,251299.0475,251299.0475,COMPRA E VENDA,2023,01,6
14428036,072637,RUA GAL ROCA,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,78.8,343984.532,343984.532,COMPRA E VENDA,2023,01,9
14428037,072991,RUA GAL ESPIRITO SANTO CARDOSO,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,73,420128.9975,420128.9975,COMPRA E VENDA,2023,01,10
14428038,073098,RUA GUAPIARA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,180.5,1336989.935,1336989.935,COMPRA E VENDA,2023,01,12
14428039,073353,RUA HADDOCK LOBO,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,81.25,66,282000.0375,341574.3225,COMPRA E VENDA,2023,01,7
14428040,073353,RUA HADDOCK LOBO,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,100,94.5,482693.276666,482693.276666,COMPRA E VENDA,2023,01,10
14428041,073569,RUA HOMEM DE MELO,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,122.333333,1094145.91,1094145.91,COMPRA E VENDA,2023,01,3
14428042,073932,RUA ITACURUCA,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,89.666666,641974.87,641974.87,COMPRA E VENDA,2023,01,11
14428043,074872,RUA JOSE HIGINO,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,93.75,67.25,322650.9575,348197.4475,COMPRA E VENDA,2023,01,1
14428044,074872,RUA JOSE HIGINO,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,91.666666,96.833333,509583.803333,537742.365,COMPRA E VENDA,2023,01,7
14428045,075101,RUA JURUPARI,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,85.5,473065.82,473065.82,COMPRA E VENDA,2023,01,11
14428046,076174,AVN MARACANA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,120,627196.92,627196.92,COMPRA E VENDA,2023,01,5
14428047,076174,AVN MARACANA,033,Tijuca                    ,7,RESIDENCIAL,APARTAMENTO,89.285714,77.142857,385618.64,455659.241428,COMPRA E VENDA,2023,01,8
14428048,076364,RUA MARIA AMALIA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,62.5,325678.315,325678.315,COMPRA E VENDA,2023,01,6
14428049,076562,RUA MARIO BARRETO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,86,374714.47,374714.47,COMPRA E VENDA,2023,01,1
14428050,076729,RUA MARQ DE VALENCA,033,Tijuca                    ,13,RESIDENCIAL,APARTAMENTO,100,120.230769,1102515.163076,1102515.163076,COMPRA E VENDA,2023,01,12
14428051,076828,RUA MARTINS PENA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,176,1082774.245,1082774.245,COMPRA E VENDA,2023,01,10
14428052,077636,RUA MOURA BRITO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,66.5,407756.555,407756.555,COMPRA E VENDA,2023,01,10
14428053,078220,RUA OLIVEIRA DA SILVA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,123.5,767811.31,767811.31,COMPRA E VENDA,2023,01,3
14428054,069567,RUA DEZOITO DE OUTUBRO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,72,358733.585,358733.585,COMPRA E VENDA,2023,01,3
14428055,069773,RUA DOMICIO DA GAMA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,125.5,546821.69,546821.69,COMPRA E VENDA,2023,01,1
